id,codigo_scian,area_geo_basica,clave_entidad,clave_localidad,clave_municipio,codigo_postal,correo_electronico,entidad_federativa,estrato_min,estrato_max,fecha_incorporacion_denue,localidad,municipio,nombre_asentamiento_humano,nombre_clase_actividad,nombre_unidad_economica,nombre_vialidad,num_ext_km,numero_telefono,tipo_asentamiento_humano,tipo_establecimiento,tipo_vialidad,total_min,total_max,total_of_sector,suma_min_max,estrato_avg
1814002,4611,176,14,1,115,46100,,JALISCO, 000      , 005      ,2010-07,Villa Guerrero,Villa Guerrero,LA GASERA,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDA DE ABARROTES SIN NOMBRE,LUIS DONALDO COLOSIO,315,,BARRIO,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1656024,4611,139,14,1,25,46200,,JALISCO, 000      , 005      ,2010-07,Colotlan,Colotlan,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES BLANQUITA,INDEPENDENCIA,8,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
7341744,4611,125,14,1,42,46000,,JALISCO, 000      , 005      ,2019-11,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDA DE ABARROTES DE LA TORRE,JALISCO,,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
8990984,4611,142,14,38,81,46240,,JALISCO, 000      , 005      ,2019-11,Barrio de Tapias,Santa Maria de los angeles,TAPIAS,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDA DICONSA SIN NOMBRE,SAN MIGUEL,60,5.00E+12,BARRIO,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1814870,4611,138,14,1,76,46350,,JALISCO, 000      , 005      ,2010-07,San Martin de Bolanos,San Martin de Bolanos,BLANCO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDA DE ABARROTES SIN NOMBRE,FRANCISCO VILLA,23,,BARRIO,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1726909,4611,139,14,1,25,46200,,JALISCO, 000      , 005      ,2014-12,Colotlan,Colotlan,CENTRO,Comercio al por menor de carnes rojas,CARNICERIA QUInONEZ 2,CUAUHTEMOC,9,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1727445,4611,143,14,1,25,46200,,JALISCO, 000      , 005      ,2014-12,Colotlan,Colotlan,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES LUPITA,ALLENDE,11,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
7341566,4611,163,14,1,42,46000,,JALISCO, 000      , 005      ,2019-11,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,"Comercio al por menor de semillas y granos alimenticios, especias y chiles secos",SEMILLAS Y CEREALES LA ESTRELLA,INDEPENDENCIA,21,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
7609324,4611,178,14,1,42,46000,,JALISCO, 000      , 005      ,2019-11,Huejuquilla el Alto,Huejuquilla el Alto,ASERRADERO,Comercio al por menor de otros alimentos,PUESTO DE FRITURAS Y VEVIDAS,MORELOS,,,COLONIA,Semifijo,PROLONGACION,92        ,2925      , 000000055,3017      ,5         
1814764,4611,131,14,1,19,46130,,JALISCO, 000      , 005      ,2010-07,Bolanos,Bolanos,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES DON CHAGO,RAMON CORONA,8,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1726376,4611,163,14,1,42,46000,,JALISCO, 000      , 005      ,2014-12,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,Comercio al por menor de otros alimentos,PASTELERIA JAZMIN,INDEPENDENCIA,63,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1652161,4611,011A,14,1,25,46200,,JALISCO, 000      , 005      ,2010-07,Colotlan,Colotlan,RINCON VERDE,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES DE LA ROSA,HIDALGO,,3312452100,BARRIO,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
7609564,4611,123,14,1,76,46350,,JALISCO, 000      , 005      ,2019-11,San Martin de Bolanos,San Martin de Bolanos,CENTRO,Comercio al por menor de otros alimentos,PUESTO DE PAPAS FRITAS,ALLENDE,,,COLONIA,Semifijo,PEATONAL,92        ,2925      , 000000055,3017      ,5         
7341640,4611,77,14,1,41,46260,,JALISCO, 000      , 005      ,2019-11,Huejucar,Huejucar,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",MINISUPER SIN NOMBRE,MORELOS,19,4579470043,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1655004,4611,119,14,1,81,46240,,JALISCO, 000      , 005      ,2010-07,Santa Maria de los angeles,Santa Maria de los angeles,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",CASA ROBLES,MORELOS,18,4999920120,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
7341136,4611,131,14,1,19,46130,,JALISCO, 000      , 005      ,2019-11,Bolanos,Bolanos,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES,PERIFERICO,25,,COLONIA,Fijo,CARRETERA,92        ,2925      , 000000055,3017      ,5         
1726564,4611,62,14,1,41,46260,,JALISCO, 000      , 005      ,2014-12,Huejucar,Huejucar,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",MISCELaNEA ABELINA,NInOS HEROES,19,4921717471,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1727027,4611,119,14,1,115,46100,,JALISCO, 000      , 005      ,2014-12,Villa Guerrero,Villa Guerrero,CENTRO,Comercio al por menor de carnes rojas,LA CELECTA,20 DE NOVIEMBRE,43,4371004642,BARRIO,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1727493,4611,143,14,1,25,46200,,JALISCO, 000      , 005      ,2014-12,Colotlan,Colotlan,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES ORTIZ,MORELOS,102,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1654282,4611,158,14,1,25,46200,,JALISCO, 000      , 005      ,2010-07,Colotlan,Colotlan,SOYATITLAN,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES YAYA,VENUSTIANO CARRANZA,7,,BARRIO,Fijo,PRIVADA,92        ,2925      , 000000055,3017      ,5         
1814738,4611,131,14,1,19,46130,,JALISCO, 000      , 005      ,2010-07,Bolanos,Bolanos,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES LUIS DONALDO,5 DE MAYO,12,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
7341249,4611,142,14,1,115,46100,,JALISCO, 000      , 005      ,2019-11,Villa Guerrero,Villa Guerrero,VERDE,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES SIN NOMBRE,MATAMOROS,184,,BARRIO,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1727192,4611,131,14,1,19,46130,,JALISCO, 000      , 005      ,2014-12,Bolanos,Bolanos,CENTRO,"Comercio al por menor de leche, otros productos lacteos y embutidos",PRODUCTOS LACTEOS EL RANCHO,16 DE SEPTIEMBRE,13,4371047512,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1652154,4611,011A,14,1,25,46200,,JALISCO, 000      , 005      ,2010-07,Colotlan,Colotlan,CERRITO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES ALAN,PASEO,154,3322261344,BARRIO,Fijo,PROLONGACION,92        ,2925      , 000000055,3017      ,5         
1726228,4611,013A,14,1,42,46000,,JALISCO, 000      , 005      ,2014-12,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDA DE ABARROTES,SAUCES,17,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
7341191,4611,231,14,1,115,46100,,JALISCO, 000      , 005      ,2019-11,Villa Guerrero,Villa Guerrero,BARRIO LA PLASITA,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",RANCH MARKET,REPUBLICA,132,,BARRIO,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1727293,4611,102,14,1,31,46300,,JALISCO, 000      , 005      ,2014-12,Chimaltitan,Chimaltitan,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES SIN NOMBRE,RAMON CORONA,37,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1654463,4611,77,14,1,41,46260,,JALISCO, 000      , 005      ,2010-07,Huejucar,Huejucar,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES ANZUREZ,CENTENARIO,13,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
8365055,4611,162,14,1,25,46200,,JALISCO, 000      , 005      ,2019-11,Colotlan,Colotlan,BARRIO DE LA PIEDRA CHINA,Comercio al por menor de dulces y materias primas para reposteria,VENTA DE DULCES,5 DE MAYO,8,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1652251,4611,62,14,1,41,46260,,JALISCO, 000      , 005      ,2010-07,Huejucar,Huejucar,LOS PEREZ,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES LUPITA,REVOLUCION MEXICANA,60,,BARRIO,Fijo,CALZADA,92        ,2925      , 000000055,3017      ,5         
1726537,4611,525,14,1,61,46040,,JALISCO, 000      , 005      ,2014-12,Mezquitic,Mezquitic,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES LARA,IGNACIO ALLENDE,72,4571035065,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1652174,4611,011A,14,1,25,46200,,JALISCO, 000      , 005      ,2010-07,Colotlan,Colotlan,RINCON VERDE,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES TORRES,MARCOS ESCOBEDO,49,,BARRIO,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1726772,4611,77,14,1,41,46260,,JALISCO, 000      , 005      ,2014-12,Huejucar,Huejucar,ATECONGO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDA DE ABARROTES SIN NOMBRE,PALMAS,41,,BARRIO,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1727526,4611,162,14,1,25,46200,,JALISCO, 000      , 005      ,2014-12,Colotlan,Colotlan,CENTRO,Comercio al por menor de dulces y materias primas para reposteria,VENTA DE DULCES Y CHURRITOS SIN NOMBRE,JUAREZ,103,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1814744,4611,131,14,1,19,46130,,JALISCO, 000      , 005      ,2010-07,Bolanos,Bolanos,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDA DE ABARROTES 6 HERMANOS,16 DE SEPTIEMBRE,28,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
7341750,4611,81,14,1,41,46260,,JALISCO, 000      , 005      ,2019-11,Huejucar,Huejucar,ALTO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDA DE ABARROTES ATECONGO,LOS PINOS,32,,BARRIO,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1812994,4611,163,14,1,42,46000,,JALISCO, 000      , 005      ,2010-07,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,Comercio al por menor de dulces y materias primas para reposteria,CREMERIA Y DULCERIA,INDEPENDENCIA,5,3314396115,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1655877,4611,139,14,1,25,46200,,JALISCO, 000      , 005      ,2010-07,Colotlan,Colotlan,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",COMERABA COLOTLAN,NInOS HEROES,8,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1726333,4611,163,14,1,42,46000,,JALISCO, 000      , 005      ,2014-12,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDA DE ABARROTES SIN NOMBRE,VICTORIA,64,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1814846,4611,123,14,1,76,46350,,JALISCO, 000      , 005      ,2010-07,San Martin de Bolanos,San Martin de Bolanos,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES LA ESTRELLITA,NInOS HEROES,23,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1814236,4611,161,14,1,115,46100,,JALISCO, 000      , 005      ,2010-07,Villa Guerrero,Villa Guerrero,EL VERDE,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES NSIN NOMBRE,DE LA JUVENTUD,407,4.38E+11,BARRIO,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1813194,4611,159,14,1,42,46000,,JALISCO, 000      , 005      ,2010-07,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES DE LA TORRE,NInOS HEROES,4,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1813262,4611,525,14,1,61,46040,,JALISCO, 000      , 005      ,2010-07,Mezquitic,Mezquitic,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES VELAZCO,MELCHOR OCAMPO,48,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1813965,4611,231,14,1,115,46100,,JALISCO, 000      , 005      ,2010-07,Villa Guerrero,Villa Guerrero,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDA DE ABARROTES SIN NOMBRE,16 DE SEPTIEMBRE,63,4379645401,BARRIO,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1727059,4611,231,14,1,115,46100,,JALISCO, 000      , 005      ,2014-12,Villa Guerrero,Villa Guerrero,BARRIO LA PLAZITA,Comercio al por menor de carnes rojas,CARNICERIA SANCHEZ,REPUBLICA,68,4379645770,BARRIO,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
8691214,4611,247,14,1,25,46200,GUSTAVO.A.GARCIA@GRUPOBIMBO.COM,JALISCO, 011      , 030      ,2019-11,Colotlan,Colotlan,FRACC CUARTO CENTENARIO,Comercio al por menor de otros alimentos,BIMBO,REFORMA,164,,BARRIO,Fijo,AVENIDA,92        ,2925      , 000000055,3017      ,5         
7341507,4611,163,14,1,42,46000,,JALISCO, 000      , 005      ,2019-11,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",SERVI PC,ALLENDE,0,3313624480,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1652097,4611,181,14,1,25,46200,,JALISCO, 000      , 005      ,2010-07,Colotlan,Colotlan,LOMAS DE ORIENTE,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES CORONA,SONORA,2,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1813172,4611,159,14,1,42,46000,,JALISCO, 000      , 005      ,2010-07,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDA DE ABARROTES SIN NOMBRE,NInOS HEROES,18,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1654392,4611,77,14,1,41,46260,,JALISCO, 000      , 005      ,2010-07,Huejucar,Huejucar,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDA DE ABARROTES LA CAPILLA,JALISCO,0,4579470186,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1814223,4611,83,14,1,104,46170,PESAJALISCO@YAHOO.COM.MX,JALISCO, 000      , 005      ,2010-07,Totatiche,Totatiche,CENTRO,Comercio al por menor de carnes rojas,CARNICERIA SANTA MARIA,NICOLAS BRAVO,12,4371031498,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1814757,4611,131,14,1,19,46130,,JALISCO, 000      , 005      ,2010-07,Bolanos,Bolanos,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDA DE ABARROTES,RAMON CORONA,11,3331081015,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1814762,4611,131,14,1,19,46130,,JALISCO, 000      , 005      ,2010-07,Bolanos,Bolanos,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDA DICONSA,16 DE SEPTIEMBRE,5,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
7340919,4611,162,14,1,25,46200,,JALISCO, 000      , 005      ,2019-11,Colotlan,Colotlan,CENTRO,Comercio al por menor de paletas de hielo y helados,HELDOS KONITO,CENTENARIO,69,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1813142,4611,159,14,1,42,46000,,JALISCO, 000      , 005      ,2010-07,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES LA BUENA VIDA,VICTORIA,15,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1727002,4611,247,14,1,25,46200,,JALISCO, 000      , 005      ,2014-12,Colotlan,Colotlan,LAS PILAS,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",VEGA ABARROTES,AVENIDA DE LA JUVENTUD,24,,BARRIO,Fijo,AVENIDA,92        ,2925      , 000000055,3017      ,5         
1727075,4611,123,14,1,115,46100,,JALISCO, 000      , 005      ,2014-12,Villa Guerrero,Villa Guerrero,BARRIO NUEVO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",COOPERATIVA DE LA PREPARATORIA DE VILLA GUERRERO,PINO SUARES,0,,BARRIO,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1652122,4611,011A,14,1,25,46200,,JALISCO, 000      , 005      ,2010-07,Colotlan,Colotlan,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES LA PROVIDENCIA,JUAREZ,109,4999920835,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1652231,4611,62,14,1,41,46260,,JALISCO, 000      , 005      ,2010-07,Huejucar,Huejucar,SAN PEDRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES LUCI,LIRIO,5,,BARRIO,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1654419,4611,166,14,1,41,46260,,JALISCO, 000      , 005      ,2010-07,Huejucar,Huejucar,LA HUERTA,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDA DICONSA 107,DURAZNO,29,,FRACCION,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
9013407,4611,142,14,38,81,46240,,JALISCO, 000      , 005      ,2019-11,Barrio de Tapias,Santa Maria de los angeles,TAPIAS,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES LA TIA MELA,NInOS HEROES,91,4999922489,BARRIO,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1727519,4611,143,14,1,25,46200,,JALISCO, 000      , 005      ,2014-12,Colotlan,Colotlan,CENTRO,Comercio al por menor de carne de aves,POLLERIA SAN LORENZO,CENTENARIO,36,4999921334,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
7341734,4611,125,14,1,42,46000,,JALISCO, 000      , 005      ,2019-11,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDA DE ABARROTES ERNAN,MANUEL M. PONCE,,4931881830,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1656295,4611,162,14,1,25,46200,,JALISCO, 000      , 005      ,2010-07,Colotlan,Colotlan,CENTRO,Comercio al por menor de paletas de hielo y helados,PLETERIA Y NEVERIA LA MICHOACANA,HIDALGO,35,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
7609563,4611,102,14,1,31,46300,,JALISCO, 000      , 005      ,2019-11,Chimaltitan,Chimaltitan,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDA DE ABARROTES SIN NOMBRE,EMILIANO ZAPATA,1,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
7341555,4611,247,14,1,25,46200,,JALISCO, 000      , 005      ,2019-11,Colotlan,Colotlan,LOMAS DE LACRUZ,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDA DE ABARROTES FABY,SANTA EDUWIGES,2,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1813237,4611,159,14,1,42,46040,,JALISCO, 000      , 005      ,2010-07,Huejuquilla el Alto,Huejuquilla el Alto,LOS PORTALES,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas","COMERCIO AL POR MENOR EN TIENDAS DE ABARROTES, ULTRAMARINOS Y MISCELANEAS SIN NOMBRE",20 DE NOVIEMBRE,,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1654940,4611,143,14,1,25,46200,,JALISCO, 000      , 005      ,2010-07,Colotlan,Colotlan,LAS PILAS,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES AVILA,AVENIDA DE LA JUVENTUD,33,4999921541,BARRIO,Fijo,AVENIDA,92        ,2925      , 000000055,3017      ,5         
8365239,4611,143,14,1,25,46200,,JALISCO, 000      , 005      ,2019-11,Colotlan,Colotlan,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",CUBETA EXPRES,MORELOS,42,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1813222,4611,417,14,1,61,46040,,JALISCO, 000      , 005      ,2010-07,Mezquitic,Mezquitic,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDA DE ABARROTES RUIZ,VENUSTIANO CARRANZA,3,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1813251,4611,159,14,1,42,46000,,JALISCO, 000      , 005      ,2010-07,Huejuquilla el Alto,Huejuquilla el Alto,LA PEnITAS,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDITA LAMAS,JASMIN,59,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1813124,4611,013A,14,1,42,46000,,JALISCO, 000      , 005      ,2010-07,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES MARY,LAURELES,2,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
7341286,4611,77,14,1,41,46260,,JALISCO, 000      , 005      ,2019-11,Huejucar,Huejucar,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABBAROTES PLAZA,PLAZA PRINCIPAL,7,4571042371,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
7341570,4611,163,14,1,42,46000,,JALISCO, 000      , 005      ,2019-11,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,Comercio al por menor de paletas de hielo y helados,NEVERIA CINTHYA,INDEPENDENCIA,26,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1654317,4611,158,14,1,25,46200,,JALISCO, 000      , 005      ,2010-07,Colotlan,Colotlan,LA PIEDRA CHINA,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",MI KAZITA,JOSEFA ORTIZ DE DOMINGUEZ,16,,BARRIO,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1656472,4611,162,14,1,25,46200,,JALISCO, 000      , 005      ,2010-07,Colotlan,Colotlan,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES LA MACARENA,JUAREZ,74,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1814242,4611,227,14,1,115,46100,,JALISCO, 000      , 005      ,2010-07,Villa Guerrero,Villa Guerrero,EL VERDE,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",ABARROTES VILLA GUERRERO,MATAMOROS,83,,BARRIO,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1655798,4611,139,14,1,25,46200,,JALISCO, 000      , 005      ,2010-07,Colotlan,Colotlan,SOYATITLAN,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDA DE REFRESCOS,VALENTIN GOMEZ FARIAS,3,,BARRIO,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1727076,4611,123,14,1,115,46100,,JALISCO, 000      , 005      ,2014-12,Villa Guerrero,Villa Guerrero,BARRIO NUEVO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",MINI SUPER MORA,ALTAMIRANO,151,4379645532,BARRIO,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1814786,4611,009A,14,1,31,46300,,JALISCO, 000      , 005      ,2010-07,Chimaltitan,Chimaltitan,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDA DE ABARROTES SIN NOMBRE,BENITO JUAREZ,127,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1813979,4611,231,14,1,115,46100,,JALISCO, 000      , 005      ,2010-07,Villa Guerrero,Villa Guerrero,CENTRO,Comercio al por menor de frutas y verduras frescas,FRUTERIA Y VERDURAS BAnUELOS,JUAREZ,22,,BARRIO,Fijo,AVENIDA,92        ,2925      , 000000055,3017      ,5         
1726329,4611,163,14,1,42,46000,,JALISCO, 000      , 005      ,2014-12,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDA DE ABARROTES RODRIGUEZ,INDEPENDENCIA,40,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
1813187,4611,525,14,1,61,46040,,JALISCO, 000      , 005      ,2010-07,Mezquitic,Mezquitic,CENTRO,"Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelaneas",TIENDA DE ABARROTES LUPITA,HERMENEGILDO GALEANA,20,4571052939,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
8691216,4611,139,14,1,25,46200,,JALISCO, 000      , 005      ,2019-11,Colotlan,Colotlan,CENTRO,Comercio al por menor de pescados y mariscos,PESCADERIA Y RESTAURANTE LA BARCA,BASILIO TERAN,4,,COLONIA,Fijo,CALLE,92        ,2925      , 000000055,3017      ,5         
